Secteur NA38i;Secteur NA17i;Grand secteur d'activité;Grande catégorie de mesures;Catégorie / détail AG;﻿Année;Code grande catégorie de mesures;Code catégorie détail AG;Montant des exonérations
CL Fabrication de matériels de transport;C4 Fabrication de matériels de transport;GS1 Industrie;1_Allégements généraux;15_Réduction des cotisations famille;2021;1;15;180903533.64
CL Fabrication de matériels de transport;C4 Fabrication de matériels de transport;GS1 Industrie;1_Allégements généraux;15_Réduction des cotisations famille;2023;1;15;211020199.33
CL Fabrication de matériels de transport;C4 Fabrication de matériels de transport;GS1 Industrie;1_Allégements généraux;16_Réduction des cotisations maladie;2022;1;16;418151820.24
CL Fabrication de matériels de transport;C4 Fabrication de matériels de transport;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2006;1;19;2519.0
CL Fabrication de matériels de transport;C4 Fabrication de matériels de transport;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2012;1;19;1895743.0
CL Fabrication de matériels de transport;C4 Fabrication de matériels de transport;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2014;1;19;3128715.0
CL Fabrication de matériels de transport;C4 Fabrication de matériels de transport;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2020;1;19;6210497.0
CL Fabrication de matériels de transport;C4 Fabrication de matériels de transport;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2021;1;19;10013435.0
CL Fabrication de matériels de transport;C4 Fabrication de matériels de transport;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2007;2;20;24213718.0
CL Fabrication de matériels de transport;C4 Fabrication de matériels de transport;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2009;2;20;21457709.0
CL Fabrication de matériels de transport;C4 Fabrication de matériels de transport;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2010;2;20;22133257.0
CL Fabrication de matériels de transport;C4 Fabrication de matériels de transport;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2013;2;20;28118889.0
CL Fabrication de matériels de transport;C4 Fabrication de matériels de transport;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2016;2;20;30599805.0
CL Fabrication de matériels de transport;C4 Fabrication de matériels de transport;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2018;2;20;30741850.0
CL Fabrication de matériels de transport;C4 Fabrication de matériels de transport;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2022;2;20;13045964.0
CL Fabrication de matériels de transport;C4 Fabrication de matériels de transport;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2004;3;30;2482422.0
CL Fabrication de matériels de transport;C4 Fabrication de matériels de transport;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2012;3;30;1314675.0
CL Fabrication de matériels de transport;C4 Fabrication de matériels de transport;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2014;3;30;1540067.0
CL Fabrication de matériels de transport;C4 Fabrication de matériels de transport;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2016;3;30;779584.0
CL Fabrication de matériels de transport;C4 Fabrication de matériels de transport;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2021;3;30;1167697.0
CL Fabrication de matériels de transport;C4 Fabrication de matériels de transport;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2005;4;40;90603.0
CL Fabrication de matériels de transport;C4 Fabrication de matériels de transport;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2011;4;40;364382.0
CL Fabrication de matériels de transport;C4 Fabrication de matériels de transport;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2015;4;40;575760.0
CL Fabrication de matériels de transport;C4 Fabrication de matériels de transport;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2017;4;40;1029438.0
CL Fabrication de matériels de transport;C4 Fabrication de matériels de transport;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2021;4;40;2214682.0
CL Fabrication de matériels de transport;C4 Fabrication de matériels de transport;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2022;4;40;2549662.0
CL Fabrication de matériels de transport;C4 Fabrication de matériels de transport;GS1 Industrie;9_Autres mesures;90_Autres mesures;2020;9;90;610848.0
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2006;1;11;315777528.0
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2007;1;11;324598071.0
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2009;1;11;311301308.0
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2013;1;11;248030695.0
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2018;1;11;241109939.0
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2019;1;11;289339666.81
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2021;1;11;328316540.87
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2023;1;11;445176695.28
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;12_Aide à la RTT;2005;1;12;114181471.0
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2008;1;13;80040032.0
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2014;1;13;11643771.0
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2015;1;13;11332569.0
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2021;1;13;55415719.0
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;14_Crédit d'impôt compétitivité emploi;2015;1;14;338307281.98
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;15_Réduction des cotisations famille;2016;1;15;105063630.59
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;15_Réduction des cotisations famille;2023;1;15;159588895.54
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;16_Réduction des cotisations maladie;2020;1;16;338719711.69
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;16_Réduction des cotisations maladie;2021;1;16;372780545.18
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;16_Réduction des cotisations maladie;2023;1;16;430923178.06
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2015;1;19;308972.0
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2020;1;19;642789.0
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2023;1;19;691937.0
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2005;2;20;32939475.0
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2009;2;20;24804841.0
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2010;2;20;23794424.0
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2011;2;20;22840776.0
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2014;2;20;23078777.0
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2016;2;20;21435176.0
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2017;2;20;21665176.0
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2021;2;20;10492361.0
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2004;3;30;23127822.0
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2010;3;30;21632355.0
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2012;3;30;21265913.0
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2016;3;30;16875397.0
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2019;3;30;15820620.0
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2022;3;30;19923468.0
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2012;4;40;794314.0
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2013;4;40;709163.0
"CM Industrie du meuble et diverses ; réparation et installation de machines";C2-C5 Fabrication d'autres produits industriels, cokéfaction et raffinage;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2023;4;40;2466381.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2004;1;11;1981107.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2007;1;11;9813508.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2008;1;11;9543916.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2009;1;11;10622044.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2011;1;11;10953773.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2015;1;11;7178798.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2019;1;11;30538049.6
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2021;1;11;40674809.02
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2022;1;11;47053151.204
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2023;1;11;52186041.859
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;12_Aide à la RTT;2006;1;12;1507.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2008;1;13;1457817.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2009;1;13;1775283.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2011;1;13;2232858.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2014;1;13;111146.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2018;1;13;184121.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2023;1;13;2647200.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;14_Crédit d'impôt compétitivité emploi;2014;1;14;170447058.07
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;14_Crédit d'impôt compétitivité emploi;2017;1;14;187498898.34
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;15_Réduction des cotisations famille;2017;1;15;14739390.678
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;15_Réduction des cotisations famille;2020;1;15;79184907.424
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;16_Réduction des cotisations maladie;2019;1;16;109855226.07
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;16_Réduction des cotisations maladie;2021;1;16;115565385.56
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2009;1;19;1315087.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2011;1;19;1798893.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2012;1;19;2438881.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2013;1;19;2951687.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2017;1;19;4606305.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2018;1;19;4857639.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2022;1;19;4279670.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2008;2;20;12837163.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2009;2;20;13374218.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2012;2;20;12797766.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2017;2;20;13912592.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2020;2;20;5832810.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2021;2;20;7502384.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;2_Mesures en faveur de contrats particuliers;20_Mesures en faveur de contrats particuliers;2023;2;20;9626770.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2004;3;30;611038.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2005;3;30;746371.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2007;3;30;825449.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2010;3;30;1019126.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2017;3;30;1319056.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;3_Mesures en faveur de zones particulières;30_Mesures en faveur de zones particulières;2019;3;30;1659007.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2005;4;40;2568.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2007;4;40;5701.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2009;4;40;94783.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2010;4;40;192828.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2012;4;40;37443.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2013;4;40;114253.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2014;4;40;224420.0
DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;DE Industries extractives, énergie, eau;GS1 Industrie;4_Mesures en faveur de secteurs particuliers;40_Mesures en faveur de secteurs particuliers;2021;4;40;313013.0
EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2005;1;11;77058230.0
EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2007;1;11;158404411.0
EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2012;1;11;121416785.0
EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2013;1;11;118205112.0
EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2016;1;11;120967470.0
EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2018;1;11;126674468.0
EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;11_Réduction générale sur les bas salaires;2023;1;11;228126278.53
EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2007;1;13;5048863.0
EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2013;1;13;3348673.0
EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2014;1;13;2847682.0
EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2018;1;13;3148364.0
EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;13_Exonération Heures supplémentaires;2022;1;13;25429301.0
EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;14_Crédit d'impôt compétitivité emploi;2018;1;14;198610614.12
EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;15_Réduction des cotisations famille;2015;1;15;27583888.846
EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;15_Réduction des cotisations famille;2018;1;15;73923972.744
EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;15_Réduction des cotisations famille;2020;1;15;76655984.29
EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;15_Réduction des cotisations famille;2023;1;15;91780203.52
EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2008;1;19;13049.0
EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2009;1;19;7132.0
EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2016;1;19;527547.0
EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution;DE Industries extractives, énergie, eau;GS1 Industrie;1_Allégements généraux;19_Autres allégements généraux;2019;1;19;668785.0
